userName,Review,Rating
H AbdulHameed,Great app Everything OK,5
Eddie Ho,"As a frequent traveller the app needs a lot of improvements. The app does not save your vaccination records and addresses, even though you have to log in. You have to re-upload your vaccination record and addresses every time you enter. There should be an option to allow you to save your records for re entry. Furthermore the app does not allow you to upload covid test results. If these are fixed the app will be better.",1
Lucky L,I've been trying for 2 days to complete the process. On the website and app I'm stuck on step 12 of 13. Can't send data on website and the app doesn't advance.,1
Nate Baker,It would be nice to have multiple receipts or if the old ones automatically deleted after 14 days or something.,4
Daniel Cordis,"The number one worst thing about this app is that it doesn't work without an internet connection. When I was traveling back to Canada from Europe the only place they actually ask you to see your ""receipt"" is before you board the plane coming into Canada, and if you're connecting through some random country and don't have a SIM card with data or free wifi at the airport then you're screwed unless you printed out or saved the confirmation emails. The app will just ask you to log in if no connectio",1
khalid abdin,Easy to use,5
Wakil Ahmed,Many thanks to the creators of these apps.,5
Garry Barnette,awful,1
Jim Ingvalson,Can go no farther )than when asking travel history.,1
Doug Barns,"App only goes so far and stops. 2 csrs at 2 different phone numbers couldn't help me. Had to go to the website. Great idea, just NOT convenient. I just want to see my grandchildren.",2
Rob Storr,just a pain because we have to do it,2
Yves Goulet,problem taking pictures of application...passport...copies of vaccine without a second phone available,3
Linda,It is unfortunate that this is now part of entering Canada. We have lost our freedom!,2
Aparna Jain,Easy to use!,5
Mark Barnard,Fails on page about recent travel. Same problem online using Firefox. Worked on Chrome.,1
Sheri Lambert,glitchy,3
jason fordham,"It's getting better, but it doesn't remember a profile for the user",4
Janet O'Neill,Too many screens freeze,1
Gerry,very hard to understand,1
Kim Le,"Easy to use, had no issue entering data and went smoothly during arrival in the country.",5
S_Akira Thomas,"Pretty easy to use, informative and to the point 👏🏼",5
ronald sequeira,I created a new account and the app wont let me sign in and mentions that i have entered the wrong email id and password ( which i havent ) Anyone know how to fix this ?,1
Mo,Very easy and straight forward. The scanner did not work for me though. This is an update. It seems that my passport had the problem. None of the scanners picked up my passport at the airport. So the app is probably ok.,5
Gagan kalia,good,4
Oliver Curwen,Very easy to use. I hope it's easy at the border.,5
Derek M,no option to save your prior settings so everytime you travel you need to fill in the same info,1
Christine Rivers,"Easy to follow instructions if you have all your information handy, which we did. It's handy that we can add fellow travelers so we only needed to update everything to one app.",5
stuart bondarchuk,"app only would accept one traveller, then gave a receipt which does not allow any changes, which the app says it does allow..but not once info is submitted ...then had to delete, re enter all for now both travelers then..app would not upload...then re started the app...checked info , which only had one traveller but now would allow me to add the second...frustrating...1.5 total procedure to redue....wow",2
J C,if they want me to quaranrine i will drive back to usa. they don't allow that option. you must have a canadian address.,2
Flowism,So many issues. Could not log in.,1
donald harris,Would not allow me to finish all the questions. Cut me off when asked about previous travel in the past 14 days. The Canadian ahent was NOT impressed with my inability to finish the questions and advised me to coplete the app the next time I planned to cross into Canada,3
barry schafer,I can not log in! I registered. It does not recognize my registration.,1
Egor Lefter,final submission is not working. I lost 1 hour and finally made it online from the laptop. useless app.,1
Callum Mathieson,annoying,1
Jerry Wolf,easy,5
Zemenfes Tekle,it's good but it's not easy to download,5
pero morrison,"Was not able to finish applying using samsung galaxy s5. Also for family reunification option, there is no prompt to attach documents requred by Canada to prove family relation nor adequate explanation that these documents are required",1
Félix Bonnal,"DateTime widget is severely broken, which prohibits users from selecting correct dates.",1
Randy Maxwell,"Hi devs! Can't get past create account page, and I am traveling tomorrow! Email fine, password fine, then Can't continue",1
yared habtu,"it's a very nice app , which is user friendly .",5
François Carrier,Works well. No unexpected hang-ups.,4
Adelaida Javier Rodriguez,the description of your street its so hard to write because it continues the same later,2
Jake Warkentin,"Easy enough to use, glad I can visit family again.",4
Matthew Carlson,"Although detailed in detailed in nature, this process was easy to complete with a very user friendly interface.",5
Sassy-Cassie,"For newbie travellers to Canada, like using other apps, ensure documents on hand to avoid time out in filling out the field in the form.",5
Shannon Kelly,"Crashes immediately upon opening. Useless, and yet mandatory it be used?",1
Christine Croteau,"I'm going to Cuba for 10 days. There is no Wi-Fi in Cuba. Could I not upload my vaccine certificates before I leave for Cuba, while I still have access to Wi-Fi?",1
Arshad Qureshi,Worked perfectly!,5
Vivek Raman,"Doesn't work well. There was no technical difficulty or error while using the app. I have mentioned the dates of the vaccinations, negative test results, etc. etc. But still it was asking for the quarantine plan? I got confused and started to fill the details from the beginning, again the same issue. Tried again. Fourth time, filled the details for the sake of filling it. Does not look like the app is getting updated inline with the government directives. Or the authorities should have included clarifications like, if I develop some symptoms do I have plan to quarantine? Or Just incase for unknown reasons if I required to be quarantined, do I have a plan?.... These kinds of clarifications would have avoided the confusions. Thanks",2
Marva Zulay Castillo,"So for the last 5 days trying to access ArriveCan on my phone or online has been futile doesn't give me access either it says error on the phone app or keep sending me to the login screen on the website, after 2 calls with customer service in Canada 🇨🇦 didn't help and here still waiting 🤔 and very concern how am I going to go back home in 2 days if the bloody app does allow me to get in. So far no one is giving me an answer so get ready for the press and social media bad press on this app.",1
Jasmene Lamoureux,"All links work, very straightforward",5
mahdi khandani,excelent,5
J S,not easy app,3
Cameron Fraser,doesn't save info for a 2nd entry,2
Amina Latif,easy to submit,5
Andreas Kraeuchi,Clear step by step instructions.,5
Darryl Mitchell,pretty easy to use,5
Paul Czajkowski,Horrible,1
Jan Allen,"Mostly fine and easy but couldn't get arrival time to work, then got it to the right time and it wouldn't let me submit the form. Changed it back to the wrong time and it saved, will have to explain myself but better than not submitting ArriveCAN and not getting the receipt you need to get in.",3
Farshad A,Useful and easy to use,5
judy Gabrielli,took time and patience. Couldn't change arrival date.,4
YASHIL KANERIYA,Very Convenient and Easy to Complete,5
JoAnne Strawmyre,very smooth and clear application.,5
david meyersburg,easy to understand and easy to fill out,5
Mia Ola,ArriveCAN is a very easy to use App with clear guidelines and options to add copies of the required documents.,5
Abhijeet Singh,❤️,5
Joan Gregory,Easy to use after reading all information. Clock setting is hardest part .Able to load information and save over two days whilst waiting for our PCR test results and then we were able go back into app once the negative results were confirmed by emailand complete the information and confirmed isolation plans,4
Patcharin Jaikhamwang,Easily understood directions,5
D Zister,Crashes often,1
Serena Matheson,stupid,1
Leon Tom,Took me a few tries to get the arrival time to accept. Otherwise pretty painless and looking forward to having a smooth arrival.,4
Mary Kornet,It made it easier!,5
Richard monk,Won't let me sign in 90% of the time. Edit. If i could rate that auto gen reply 1 star i would. Absolutely useless app that doesn't work 90% of the time and is absolutely pointless with the amount of phone calls emails and check ins you receive. Plus having to use another site for testing makes this worthless. Congrats on making a useless app that doesn't even work most days devs. Congrats Second time having to use this app. Now it won't let me input the correct time and auto corrects with !,1
Helen Trieu,"Defective app, it's not complete, stalls at: in the last 14 days, did you or anyone travel... it does NOT have the details or button to answer the question, so that's as far as you can go. Uninstalled, reloaded, still the same result. This is on a new Samsung S21 5G ultra.",1
Kian Nourali,this application is very important for people are living in canada and for the future Community health,5
Doug Hilton,have your info ready,4
Jurian de Mol,Works very well!,5
Mike Veldhoen,can be frustrating I've had to uninstall it a couple of times,3
Bandhanpreet Singh,User friendly easy to use. Smooth in operation thanks,5
J Fan,horrendous app. very invasive and camera cannot scan to save it's life this app feels like it is still in alpha yet travellers into Canada are absolutely forced to utilize this dumpster tool with no other option. a massive waste of tax payer money by a technologically inept government,1
Matthew Kam,when sign in after enter the correct email address of mine and password then ArriveCAN said we were unable to send a verification code please try later try it many times always the same. Please help. My email address can receive email always Matthew,3
Luis Eduardo Cadena Alegria,nice,5
Julietti S.,easy to use!,5
Mitchell Martin,App out of date!! Needs revision as 14 day quarteen now required now!,1
Joel Hutton,the site should start with YOU NEED A PCR TEST NOT A RAPID TEST. Also it only allows you to enter the date of arrival 4 days before. This info is critical. I wish I could give this site 0 stars it almost cost me alot of money. I shouldn't have to Google how to get back into my own country. Thats the sites purpose.There are rapid tests everywhere and most countries accept them. I am double vaxed. I also have to get a PCR test within 72 hours. Lab times can be long and there can be other delays.,1
Reza Zeinodini,easy to use,5
Allan Deck,"I FORGOT MY PASSWORD AND WAS TOLD THAT YOU SENT A VERIFICATION CODE, I CHECKED ABOUT 6 TIMES AND THERE WAS NO CODE IN MY EMAIL INBOX; I checked spam and junk and there was NOTHING!?",1
Nigel Goodall,"Won't update, unlike all other apps I use",5
David Woodall,"Straightforward to use, included a passport scanner to save writing the info manually.",5
carol wooten,Glitchy app.,1
Shubham Chouhan,"The app isn't letting me submit the daily check-in today. I've uninstalled it, reinstalled it. But it seems like once I click on no symtoms then save and exit it goes red again.",1
Kelley Bryan,Very easy and straight forward.,5
David,I cannot select the correct arrival time in the app. The app saves a blank value instead.,1
Jesse Ettebe,"Can't report until 11am, but get call at 10am to do it over the phone. Please get your ducks in a row.",1
Bronwen Thomas,"Repeatedly closes when I try to open receipt. Then when I tried the fix they suggested for reinstalling the app, all my info was gone. I had already crossed the border as the border agent was able to open my registration but I have to go to NS and I am not sure what to do as I have nothing in the app for my arrival (which they make you use instead of another document).",2
Anas Mo,"friendly usingq for my as App Developer, after enabling the health passport , I suggest to make the app show the health status for foreigners. Thanks.",5
Paul Shere,Worked well,5
Sherril Daniels,Could not finish form ony older iPhone. using my Samsung I completed form but cannot access it on my husband's phones app o ce complete.,3
Moemen Fawal,professional.,5
Ramneek Kaur,good app,5
Unal Durmaz,I haven't seen any country do this. for valid reasons too,1
Mikhail Mascarenhas,Very easy to use!,5
Antonina Kolesnyk,good app,5
Allan Co,Very easy to use and no lags or bugs that I noticed. Great app for its intended purpose!!,5
Cindy Leung,questions are too difficult for non English speaking traveller to answer,3
Johnroy Di Caro,They didn't work well enough with the ontario government when creating this up. It should be much easier to input your information.,2
Peter Griffin,Completed all sections and submitted. App hangs up at 35% submission. Didn't have this problem 2 weeks ago.,3
Chris Laidlaw,unless you have your receipts from vaccination this app is useless. they won't even use your health card.,1
Tabassum Ansari,Easy to follow questionnaire,5
Wayne Andebirhan,unnecessary,1
Jon Farnsworth,Straightforward form to fill in,5
Yen Huynh,Unable to type adress.,2
Rob Turnbull,"FYI, the app will let users enter a passport card number, but you can not travel via air using it (it's only valid for travel into Canada when traveling by sea or land). Don't rely on the app to care about nuances or ambiguities related to Arrive""'ing in ""CAN""'ada (ArriveCAN), it's just not that well-made. Got to the airport after paying $200 for a ""rapid"" COVID-19 test (must be taken within 72 hours of departure) only to be turned away at the gate. BRING YOUR PASSPORT, NOT YOUR PASSPORT CARD!!!",1
María Elena M. Olmedo,Super fast and easy filling.,5
Isabella Bardoel,"On my first foreign trip since Covid, the ArriveCan app was a complete failure. I had tried to complete the app for 2 days prior to departure, but to no avail. And I was held up at Customs Canada upon my return, filling out pages of paper forms. Not an auspicious debut!",1
Logan Crump,A government app that actually works. Nice.,5
Beverly Pow,I am flying tomorrow and it won't let me submit!,1
James Piper,easy to use,5
James Paterson,application is broken. cannot upload proof of vaccine. 9-17-21 and helpline not helpful.,1
bryce wood,"Needed info on dose dates, and type. Would have been nice to have entered all the info before I left",3
Vaibhav Makkar,"honestly. really good, automated and explains everything. thanks. very helpful.",5
Saygin Yag,wow,5
N'tchidjè D.,too many questions...,2
Ashish chahar,"I heard people having challenges with this app, but I found it rather simple to use and information filling was pretty Straightforward.",5
ovidiu sfranciog,Good,5
LT Ng,Good app,4
Franklin Katunda,best & accurate app 🙏,5
Perry Phillips,Pretty easy to navigate through.,5
Robert Gray,easy process,5
Joshua Belle,wouldn't let me submit my flight despite being less than 72h out,1
jason patel,well designed app with clear explanations. however it's unclear who to contact for scenarios that are not addressed in this app.,4
Maryanne Knuckle,this was really very good,5
Kathy Varilone,Works well. I just wish it would save our vaccine cards. I have to upload them every time.,4
Heidi,Very well put together and easy to follow,5
A Google user,"Does not give complete information, tells you vaccinations are goodbye also requires a pcr test which it says is optional. Typical for a liberal government to hide requirements.",1
Brenda Whiteduck,Good app...difficult to take pic of passport. Less time to type in manually.,5
Adriana Barbosa,Easy and nice registering process,5
Oresegun Bukola,excellent,5
susievu1,Easy to set up and complete.,5
Leke Adeleye,The initial reviews scared me. But the process is seamless,5
Ghazanfar Shah,"When I sign in to my email account...I m not successful...receive a message....sing in failed, check your pw and email address...did it by changing a number of brouser...doesn't work.",1
ARCELLI LABRADOR,Very easy to answer and follow.,5
Emmanuel Otobo,The app was quite okay to use. Had no issues whatsoever,5
Rise M,it's a awesome app and my suggestions to all of u who are going to visit the great country please download this app.I am visiting this country for 16 days.,5
Dean Fitz,Terrible Edit: The app shows just how systemically racist the Canadian goverment is.,1
Bill R. - So Cal,East to use,5
Bryana Hilario,works great and explained everything well.,5
G Hammer,Easy enough to complete.,5
John JW W,easy as pie,5
Cedric Baggett,"this app so far is very helpful in your process. answer all the questions with honesty and be completely transparent. the process, I hope, is helpful throughout.",5
Parth Dalal,"Really neat and easy to use app! Although regarding covid I was a bit confused about providing proof of a negative test result, since it's still not in.. so I selected No and was still able to submit.",5
teresa butler,easy to use,5
Carmel Samba,really like the simplicity and productivity. great easy app to use. much love to those who sat and though this through. God bless 💕,5
Lorrywallah,"Easy enough, need VERY steady hands to scan passport card. my phone could not see where you have to say 'yes' or 'no' to 'have you been to any other countries'.",4
amy valenze,not as hard and complicated as I thought it was going to be . thank you !,5
Onofre Moran,"cumbersome, long questionnaire and unclear in some questions.",1
Fouad Assaf,"Twice I go through the full process, first it shows us on the app (myself and my wife) both with the V letter (for vaccination) but the mail we receive shows V for me and I for my wife (for immunized) when I restart the app, it will show V for me and I for my wife. We have the exact same answers",2
Christina,quarantine part was a little confusing. setting the time of arrival as opposed to the time that we would be boarding was confusing. other than that it was great.,4
Emily Grove,Cannot enter arrival Info The app won't take the arrival time (16:40). Also there's no option to say I'm traveling for recreational purposes (I'm Canadian returning to Canada to visit my family- not essential but after 2 years certainly necessary for us). What the heck,1
Lilli Eide,"Easy to understand, easy to submit!",5
Nathan Oliver,"Easy to use, travels details, passport and vaccine verification photos all in one place. I have yet to see if it makes any difference in the actual trip.",5
Harshal Sankhe,"when tried to login through a computer, the application did not sync and had to redo it several times. There is room for improvement.",3
Mahtab Siddiq,Too good,3
Joni S.,"Tells me I've picked a bad date, but I wasn't asked for a date. Can't figure out how to use this app",1
Michael Osuagwu,"is okay, but the question needs you to be more careful while reading",5
Ed Pinckney,Cannot install,1
Louwy 'Lou' Van Hauwe,"the step by step process is very clear, but not being able to see the information required in the next steps ahead of time means each time you have to hunt for new info. a popup or checklist that shows the information you need to have on hand for the entire form would be a great improvement to the process",3
naushad kasem,Tab does not work on page where it asks have you been to other countries before arriving to Canada. The yes/no button option is not working.,1
b ho,"Disgusting that the government is making travel so expensive. Fully vaccinated, but need to take $200 tests to come and go.....#scamdemic #WhitePrivilege travel fees",1
viraj dudhagara,nice app,5
Mircea Daniel Oprea,"After a Factory Reset on my Samsung Galaxy S7 Edge, ArriveCan works perfectly.",5
Christina Rolle,I can't sign in I made an account now it's saying check internet,1
Jessica O'Connor,easy to use,5
Joan Lo,"Everytime you want to make a change, you have to start all over again....very time consuming.",1
Jas Mona,This is excellent app. Very much user friendly.,5
Donna Green,I've entered details correctly but they have not been saved correctly. No way to get help.,1
Deborah Oguntayo,"I had a smooth registration process.. However, after arrival, app began malfunctioning. My receipt has gone missing and I received no notifications. I have not been able to update my quarantine record.",3
Ramanpreet Kaur,When i updated my all information then it shows error to submission... After trying 2 or 3 times i was able to submit my form.,3
Damaris Rose,"This is an update for my critical review posted two days ago (no option to edit). The agency contacted me 36 hours later with the same suggestions for a fix to the time-date entry glitch that are on their website, which I'd already tried. Luckily I found the fix myself and want to share it: clear the app's _cache_ before re-starting the data entry. Also, NB, for a multi-leg trip to CA you must present the receipt before boarding the first flight: developer should point this out.",2
Timothy Speck,"I have tried 20 times from multiple locations to ""Submit"" my completed info but the app loads 16% to 70% then says ""you are not connected to the internet"" which is incorrect or as J Lydon would say bullocks.",1
Dave Farnham,Kept freezing up n I couldn't complete all the forms..,1
Sunita Gupta,"Hi Team, I am not able to download Arrivecan app on my cellphone samsung m31, request you to please let me know the reason. Downloading is getting stopped when it reached 61 percent. Please help me its urgent.",1
Philomena Haddon,i appreciated the Save and Exit facility as I was able to input info and add doc's as and when. thank you,5
SABIH ZUBAIR,"Looks Okay but I dont seem to have any option for uploading documents, I tried Reinstalling the app, signing out, using a different device and yet I cant upload any documents like the Vaccination Information and such. I have a flight in a day and I am so confused what to do. Any help is greatly appreciated.",3
Johnson Mathew Easow,Excellent,5
Gary Phillips,Won't download,1
Yana Tiefbenkel,"When I try to set my flight arrival time, the switch between AM and PM doesn't work! I cannot set 04.30 PM, the app doesn't let do that. So what can I do?! Besides that, extended family members are listed among the reasons to enter Canada in the ArriveCAN app, but are excluded on the ArriveCAN website! Which of version to believe?",1
Elyas M,Very easy to use thank you,5
G S,excellent app,5
Ahmad Ghadban,"The app doesn't let me submit the form, and I am trying to go back to Canada.",2
Ryszard Rakowski,"Travel advice to Canada warns that the latest version of the ArriveCan app has to be used. My version is V2.21.10, yet in the app store there is no information what the latest download version would be. Can you help?",3
Viren Nasit,"its good, they can easily access our information from this app",4
J H,"The Beginnings of the Dystopian Police State Being forced to install this app to enter my country, being coerced to inject experimental fluid into my body or be segregated like racial apartheid does... the app sucks for the same glitches all privacy invading, intrusive tracking apps systems suck. Hands down the worst app in Google play",1
mairead kenny,"It says failed to connect, I have looked up reviews and a lot of people are saying this not quite sure what to do now",1
Bhavesh Patel,"You indicated that you are: a foreign national qualified for fully vaccinated status in Canada Based on your answers, you will likely be allowed to enter Canada; however, the final determination will be made by a government official at the port of entry.. I don't agree with this statement because i wasn't allowed in Canada. Likely and maybe should be removed. People should get straight answer yes and no.. so they won't drive up at the border with 2 does of vaccine and you guys ask for testing.",1
Martin Friedman,"Gotta get rid of the whole quarantine business, just a pain in the.....",1
Indika mashima,it's is very helpful for me,5
Brian Giles,Cannot get a verification code,1
Shawn Hight,Doesn't seem to work. Get through the entire questionare and on the last step it saus the arrival date is invalid (yes it is within the 72 hours of arrive). Been at it for four hours now and no luck.,1
Mahfuzur Rahman,very good,5
Samuel Lord Black,No error checking. No verification.,2
Fraser Dougall,The app was difficult to use and some of the wording could lead you to make mistakes on your submission.,2
Huzaifah Ansari,if I could give no stars I would the servers are garbage and the screen froze constantly get the indians to make the app for you,1
Anish Baby,Good,4
Will Greenhalgh,Works as expected,5
shah moksh,superb app for safety against covid,5
Kyle,You shouldnt have to do this,1
Nate Mccreary,when getting to the border they can't find you in their system. luckily i took a screen shot.,3
Nishit kapadia,Smooth... amazing app,5
richard zaluski,needs upload improvements,3
Pedro Giorgana,Really easy to use for anyone,5
Straight Shooter,What a bunch of uninformed sheep here using this invasive communist app you should be ashamed of yourselves as your ignorance is epic,1
Tommy V,"I drove to canada and as I got up to the border guard they never asked for my ArriveCAN receipt. Wasted about an hour of my time to fill my information. App works fine but if you're going to Canada, do not even bother installing this app.",1
Joshua J. Hayward,"Not ""User Friendly"" especially for someone not very Tech savvy. Thank gods for the assistance of the public health staff who walked me through the uploads. Whith out help, I'd still be stuck at customs.",3
Jason Cawley,"Nothing just works, everything requires 5 more steps.",1
A Google user,Mixed messages Unable to update new information quickly You can't talk to anyone i wasn't asked to show my Arrive Can code loading or clearing Canada customs Got an email every day to confirm systoms Got a green sticker on my passport and had a negative PCR TEST I wasn't give a text kit at the airport on day 8 asked if I had done the test and sent it in Again no way to talk to anyone I understand that its needed Just make it easier to use and update information quickly,1
Z baloch,Should have option for quarantine Exemption people..everyday it ask same question and crashing and signs me out im tired it now ..thou i got Exemption from CBSA officer but still was trying to put my daily health check in..,1
Ross Lizee,i don't appreciate that you access my device. why is this necessary? uncalled for,1
Arnold Taube,"Other than providing passport control an early knowledge of arriving visitors' COVID and potential quarantine information, this app provides the user with no convenience. You still have to reenter the same information via a workstation upon arrival. This app could have done so much more, reducing the need for purchasing some of those expensive workstations and frustration of arriving visitors. FYI, the workstation program is confusing, makes it easy to enter mistakes w/o correction.",2
Adriel Leung,user friendly,5
Jere Jos,The app won't let me set my date of arrival to Canada,1
Lavanya Balachandran,couldn't scan my passport,3
Yvette Becker,App stopped. Didnt get choice to enter molecular test.,1
Yee Tak Ngan,APP freeze when trying to add travel history.,1
Mandy John,"I've been trying to give info about how I am in quarantine on ARRIVECAN. Starting from day 7 or 6 the app started to malfunction. I would notify them about my wellness and after it says my information has been submitted, it would revert back I had to use it online instead",1
Shahzad Zafar,Very easy to follow. It takes no more than 10 mins if you have all the required info.,5
Paula Elliott,"I can get as far as the 'visited countries' page, but it does not give a yes or no box to tick. Can't complete it. I went to the online site and completed it, received my receipt. Kind of useless.",1
Rahul Rathi,good application,5
Rakesh Modi,it is easy,5
Bryan Walsh,Worst app ever. They could not make it more difficult to travel from US to Canada. Can't rate zero stars. One star is gratuitous,1
Nooruddin Imad,Great for what it does.,5
K Ohman-Leone,Clear and easy to use! We're looking forward to our trip!,5
Betty Stielow,Can't find a way to go back and correct an error,2
Tony H,Is there an update the scanner will not scan my passport,3
David Stelzer,App is not up to date with current entry requirements. In addition the user experience was not good.,2
Tim Rayl,very simple app to use.,5
Mariann Cahill,I don't know you first update so I don't know if you're going to work you didn't before,1
Timothy Johnson,Would be nice if stored data that does not change and have defaults.,3
Eric Standing,Good,5
George Mayer,it was easy to do except for trying to figure out Canadian postal codes.,5
Kerry-Ann Forbes,Am unable to create an account and if I do it say in correct password,1
Tuong Trinh,App works to submit form. Save and close function works well and forces you to review your answers. 2 stars because the quarantine plan requires you to put in a Canadian province in the address before you can proceed even if you plan to visit for a day.,2
Pee Dee2,easy to use straightforward app though go back and check info is still recorded if you return to complete it later (some of mine was blank). Now in Canada. Unable to retrieve QR code (other than via screensave) for use to access restaurant as all details are now deleted after reinstalling app.,4
Scot Hanson,"Terrible. Very hard to navigate I get to question: In the Last 14 days, did you or anyone travelling with you visit another any other countries besides the U.S? There is no place to answer YES or NO. It will not let me proceed. What do I do next? I did visit Canada 1-3 Sept, does that count? Terrible design, it does not go smoothly. What am I to do?",1
Express Zhang,awesome app,5
Bole Boskovic,unnecessary bullying,1
Viktor Tryroh,great and easy app,5
Raj Bhikhai,Not very informative,3
hershel teller,Covid 19 is 1 piece of sh....,1
Kevin,why do I need to provide quarantine info when I am supposed to be exempted with negative pcr test result?,1
Andrew Brown,"Frustrating to use, does not work well, not able to move app to home page",1
David Aziken,It appeared to be working fine until my Day 6. I don't understand what happened but it was requesting for username and password. When I entered my credentials again all my previous information wasn't there. Infact I was being asked arrival date like I was just using it afresh. What can be done?,1
A Ali,"The app was a bit glitchy for me (used it to check in daily after August 27th). It would always sign out (understandable, no problem) but it would usually take 2-3 sign in attempts, login using autofill, to actually sign in. Sometimes I would receive an error message and still be signed in. It has messed up my quarantine day number once. I can't view previously entered information further on (e.g. I needed my arriveCan receipt # for my day 8 covid test, thankfully I had a screenshot).",4
Larry Grella,pretty easy to use,5
Jono MacDougall,Easy to fill in. Love the passport scanning. overall good app though would work just as well as a website.,5
Kat Benner,Pretty easy& straightforward,5
Babar Bari,"All the information given, saves you lots of time.",5
Fatom Hassan,Wow amazing,5
Dennis Bossard,"Log in was clumsy, some I could not load correctly.",2
Lisa Sedore,Unnecessary!! Not used properly by our government!,1
Tamara Richter,"I tried to submit 69 hours prior to my flight and it would not work. I waited and did it again 57 hours prior and it worked. Not sure the difference and I restarted my phone, the app and tried to complete many times.",1
Karin Mladenovic,Highly recommend you use this app. important to note that you should only complete 72 hours prior to departure. App is time sensitive and you may find some info does not load if you update earlier. example- your flight details and time of arrival. I feel confident that this process will save me time at passport control! Thank you.,5
A Vagenas,"Always signs you out. Try signing in fails first time. Try signing in a second time it succeeds but still displays sign-in failed message. Once you finally get in, it's easy to submit your check in.",2
valerie salas,It's signs out a lot,1
c r,"Third trip since Aug. 9 and today I could not find the Peace Arch or Blaine truck crossings on the port of entry list. It took some digging to find that on the Canadian side Peace Arch is called ""Douglas."" I believe the last time I set up a trip, I was able to type in both Blaine and Peace Arch to find the crossing I wanted. Since other crossings show alternate U.S. names, adding Peace Arch name back in the app would be helpful please I had never heard it called Douglas before today. I don't know anyone, US or Canadian, who call it anything other than Peace Arch.",3
Alison S,What is the purpose of this? I am told I need to download the app to get back into Canada after travel outside the country. I am unable to submit any information it keeps asking me to connect to the internet. I am clearly connected. Fix it so I can go home next week.,1
DA Braverman,The App is pretty straight forward. Easy to figure out. Something to be said about functional simplicity...,5
Revati Pujari,I am fully vaccinated and also have within 72 hours covid 19 negative test result. The immigration officer did not tell me to quarantine but the app is still sending me notifications to check in daily.,1
Dragan Karagic,Fast and easy,5
Anza Khan,"Was this app programmed by an unpaid intern? You cannot change the time format from am to pm without going back several times, also, your clock widget is terrible it gets stuck at times after the half hour mark. If I enter a time in PM is sets it to 0. Its like there is no concept of properly storing state of a component here, also you hardcode default values for no reason. Terrible software engineering at display here. I wish I could give this a 0.",1
Alison Masters,"Stressful. Govt website says 'you must use Arrivecan up to 72 hours before your travel to enter your vaccination status' etc. Step 2 of 12 of the form says 'if your trip is not within the next 72 hours, come back later' and blocks you from adding the rest of the information officially required in advance of the 72 hours from your travel time. Kafkaesque.",1
Alan Toney,Fairly straightforward. wish I could have uploaded my information prior to 72 hours.,4
Paul Dowden,Easy enough to navigate though access to a smart phone or computer is a necessity,5
Audrey Hartono,"Confused!!! After arrival, I sign it to the app, and it's starting over from the beginning as if I have never submit one before. Like I have not arrive yet. Other family members travelling with me, received notifications.",1
RAMPRAKASH KRISHNAMURTHY,Best App for Saving Time Process,5
Shrikant Palkar,"one of the easiest apps to use, that does complex things",5
Hearty Prince,user friendly,5
Ahmed Jama,every thing works well amazing.,5
Nicholas Ronyai,smooth experience,5
James Magarian,Worthless,1
Rene Rodriguez,The app would not allow me to upload my 2 pictures of my covid vaccine. Which then lead to a confusion about receiving emails and calls for daily check ins. I had a negative PCR arriving into Canada and was not asked to quarentine WHY so much confusion? I called a 1888 # to clarify and all they could say was to ignore the calls and ignore the messages. I wanted to go back to the app and upload my vaccines photos and would not let me. The I get messages about doing a test after 8 days. 0 stars,1
Waynesley Wint,👍,5
Michael Hanley,"Easy to use, good job Canada!",5
ERIC MAHAMBA,Easy to download,5
Paul Catron,Canada sucks and so does this app,1
Doug Baird,Way too hard & confusing,1
N D,Easy to use,3
CloudCat,a very easy to use app. I love that it allows you to fill it out up to 72 hours before your flight. it makes traveling a little easier,4
Tamara Baron,"я забыла пароль, делаю все в соответствии с он лайн инструкциями по восстановлению/сбросу пароля, ничего не помогает . не могу получить код: емаил, спам, юнк - пусты , емаил адрес введен абсолютно коректно(проверено десятки раз), рестарт и тд., никакого результата. два дня я занята только этим, потеряла массу времени и не сдвинулась с точки. horror! not only can I not register for 2 days already, it is still not possible to send a request for assistance for registration to the address you specified, because the phone number is not correct. Seriously? then e-mail, then phone. how can you release such programs where there are constant failures ... I don't understand where the rating is high enough, when so many people are complaining",1
Jatinder Saini,this is great idea to fill all information before you arrived at airport,5
Rjwinder Kaur,Good app,2
Kitty Soule,Simple - though hard to change entry point if you error,5
Santiago Suarez Ordoñez,"This is a shockingly well built application, considering there's a government behind it and not a silicon valley consumer startup. Well done, Canada!",5
Paticio hk,I thought we can use this apps for traveler as a proof of vaccination after entering into Canada. How can it be done?,3
Jan Stoner,Can't save basic information in advance. Like an account where you upload new information as needed. Whole form must be filled out each time one crosses.,2
Danielle Alfonzo,I LOVE THIS APPPPPPPPP 💃🏽💃🏽💃🏽💃🏽💃🏽,5
Philippe Bisson,"*Edit: Even when changing the system language the app remain in English. Changing the language didn't work on the app, but change my phone system language",3
Craig Fleming,it didn't ask me to upload my proof of negative covid test.,4
Karen Townley,very user friendly...something l need lol....well worth it to keep myself as well as others safe,4
Suzy Paddock,"Could not get it to install. Just said ""pending"" and nothing happened. Thank you for the feedback. I met all of the conditions you outlined.",1
Basel Samaan,very useful,5
Troy Green,I think it's a waste of time.,1
